sentence_id,sentence,top_label,top_score,all_labels,all_scores
399,Our great resources therefore remain untouched for any purpose which may affect the vital interests of the nation.,society,0.4581804871559143,"[""society"", ""governance"", ""economy"", ""war/security"", ""politics""]","[0.4581804871559143, 0.23564429581165314, 0.15889723598957062, 0.09062151610851288, 0.056656528264284134]"
400,For all such purposes they are inexhaustible.,society,0.29883870482444763,"[""society"", ""economy"", ""governance"", ""war/security"", ""politics""]","[0.29883870482444763, 0.21237368881702423, 0.2059759646654129, 0.15160201489925385, 0.1312096118927002]"
401,"They are more especially to be found in the virtue, patriotism, and intelligence of our fellow citizens, and in the devotion with which they would yield up by any just measure of taxation all their property in support of the rights and honor of their country.",society,0.7449509501457214,"[""society"", ""governance"", ""war/security"", ""economy"", ""politics""]","[0.7449509501457214, 0.10607028007507324, 0.06529870629310608, 0.05119336396455765, 0.03248672932386398]"
402,"Under the present depression of prices, affecting all the productions of the country and every branch of industry, proceeding from causes explained on a former occasion, the revenue has considerably diminished, the effect of which has been to compel Congress either to abandon these great measures of defense or to resort to loans or internal taxes to supply the deficiency.",economy,0.44511401653289795,"[""economy"", ""society"", ""governance"", ""war/security"", ""politics""]","[0.44511401653289795, 0.20005200803279877, 0.16827282309532166, 0.11815516650676727, 0.06840598583221436]"
403,"On the presumption that this depression and the deficiency in the revenue arising from it would be temporary, loans were authorized for the demands of the last and present year.",economy,0.46197956800460815,"[""economy"", ""governance"", ""society"", ""politics"", ""war/security""]","[0.46197956800460815, 0.2210676372051239, 0.21955356001853943, 0.07957910746335983, 0.017820164561271667]"
404,"Anxious to relieve my fellow citizens in 1817 from every burthen which could be dispensed with and the state of the Treasury permitting it, I recommended the repeal of the internal taxes, knowing that such relief was then peculiarly necessary in consequence of the great exertions made in the late war.",governance,0.3052929639816284,"[""governance"", ""war/security"", ""society"", ""politics"", ""economy""]","[0.3052929639816284, 0.2105647325515747, 0.18829531967639923, 0.16277681291103363, 0.1330702155828476]"
405,"I made that recommendation under a pledge that should the public exigencies require a recurrence to them at any time while I remained in this trust, I would with equal promptitude perform the duty which would then be alike incumbent on me.",governance,0.40908199548721313,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.40908199548721313, 0.28888818621635437, 0.14555875957012177, 0.10810491442680359, 0.04836612939834595]"
406,By the experiment now making it will be seen by the next session of Congress whether the revenue shall have been so augmented as to be adequate to all these necessary purposes.,politics,0.34550073742866516,"[""politics"", ""governance"", ""economy"", ""society"", ""war/security""]","[0.34550073742866516, 0.2464422583580017, 0.20190222561359406, 0.17222504317760468, 0.03392979875206947]"
407,"Should the deficiency still continue, and especially should it be probable that it would be permanent, the course to be pursued appears to me to be obvious.",governance,0.31353744864463806,"[""governance"", ""economy"", ""society"", ""politics"", ""war/security""]","[0.31353744864463806, 0.2569469213485718, 0.24180260300636292, 0.11892764270305634, 0.0687854215502739]"
408,I am satisfied that under certain circumstances loans may be resorted to with great advantage.,economy,0.32126978039741516,"[""economy"", ""governance"", ""society"", ""politics"", ""war/security""]","[0.32126978039741516, 0.2300243228673935, 0.21075767278671265, 0.1230660080909729, 0.1148822084069252]"
409,"I am equally well satisfied, as a general rule, that the demands of the current year, especially in time of peace, should be provided for by the revenue of that year.",governance,0.36948126554489136,"[""governance"", ""economy"", ""society"", ""politics"", ""war/security""]","[0.36948126554489136, 0.2728082537651062, 0.2309078574180603, 0.08179944008588791, 0.04500318691134453]"
410,"I have never dreaded, nor have I ever shunned, in any situation in which I have been placed making appeals to the virtue and patriotism of my fellow citizens, well knowing that they could never be made in vain, especially in times of great emergency or for purposes of high national importance.",society,0.40195968747138977,"[""society"", ""war/security"", ""governance"", ""politics"", ""economy""]","[0.40195968747138977, 0.2295508235692978, 0.22170968353748322, 0.11337355524301529, 0.03340621665120125]"
411,"Independently of the exigency of the case, many considerations of great weight urge a policy having in view a provision of revenue to meet to a certain extent the demands of the nation, without relying altogether on the precarious resource of foreign commerce.",society,0.3277398645877838,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.3277398645877838, 0.24570393562316895, 0.20207567512989044, 0.15346607565879822, 0.07101447880268097]"
412,"I am satisfied that internal duties and excises, with corresponding imposts on foreign articles of the same kind, would, without imposing any serious burdens on the people, enhance the price of produce, promote our manufactures, and augment the revenue, at the same time that they made it more secure and permanent.",governance,0.3777993619441986,"[""governance"", ""economy"", ""society"", ""politics"", ""war/security""]","[0.3777993619441986, 0.274172842502594, 0.19699926674365997, 0.11991529166698456, 0.03111322596669197]"
413,"The care of the Indian tribes within our limits has long been an essential part of our system, but, unfortunately, it has not been executed in a manner to accomplish all the objects intended by it.",governance,0.47322583198547363,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.47322583198547363, 0.3833199143409729, 0.06880024075508118, 0.041887398809194565, 0.032766543328762054]"
414,"We have treated them as independent nations, without their having any substantial pretensions to that rank.",governance,0.41987714171409607,"[""governance"", ""politics"", ""economy"", ""society"", ""war/security""]","[0.41987714171409607, 0.1791815310716629, 0.17606647312641144, 0.15746575593948364, 0.06740908324718475]"
415,"The distinction has flattered their pride, retarded their improvement, and in many instances paved the way to their destruction.",society,0.2710813581943512,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.2710813581943512, 0.24149318039417267, 0.22204895317554474, 0.16495700180530548, 0.10041943192481995]"
416,"The progress of our settlements westward, supported as they are by a dense population, has constantly driven them back, with almost the total sacrifice of the lands which they have been compelled to abandon.",war/security,0.296817421913147,"[""war/security"", ""society"", ""governance"", ""politics"", ""economy""]","[0.296817421913147, 0.2960864007472992, 0.15349875390529633, 0.14800387620925903, 0.10559354722499847]"
